rsync 3.1.1-4
rtkit 0.11-5
rtl-sdr 20140210-2
rtmpdump 20140918-2
ruby 2.2.3-1
run-parts 4.5.1-1
s-nail 14.8.5-1
samba 4.3.0-1
sbc 1.3-1
sbsms 2.0.2-1
schroedinger 1.0.11-2
scrnsaverproto 1.2.2-2
scrot 0.8.13-1
sdl 1.2.15-7
sdl_image 1.2.12-3
seabios 1.8.2-1
sed 4.2.2-3
serd 0.20.0-1
setconf 0.6.7-1
shadow 4.2.1-3
shared-color-targets 0.1.5-1
shared-mime-info 1.4-1
shotwell 1:0.22.0-3
sip 4.16.9-1
skype 4.3.0.37-3
slang 2.3.0-1
smbclient 4.3.0-1
snappy 1.1.3-1
solid 5.13.0-1
sonnet 5.13.0-1
sord 0.12.2-1
sound-theme-freedesktop 0.8-2
soundtouch 1.9.0-1
spandsp 0.0.6-1
speech-dispatcher 0.8.3-5
speex 1.2rc2-1
speexdsp 1.2rc3-2
spice 0.12.5-1
spice-gtk3 0.29-1
spotify 0.9.11.27-1
sqlite 3.8.11.1-3
sratom 0.4.6-1
startup-notification 0.12-4
strigi 0.7.8-7
sudo 1.8.14.p3-2
sushi 3.16.0-1
sysfsutils 2.1.0-9
systemd 225-1
systemd-sysvcompat 225-1
t1-cursor-ib 1.0.2-4
t1-urw-fonts-ib 20150811-1
t1lib 5.1.2-5
taglib 1.9.1-1
talloc 2.1.3-1
tar 1.28-1
tcl 8.6.4-1
tdb 1.3.7-1
telepathy-farstream 0.6.2-2
telepathy-glib 0.24.1-1
telepathy-logger 0.8.2-1
telepathy-mission-control 5.16.3-1
tevent 0.9.25-1
texinfo 5.2-3
thin-provisioning-tools 0.4.1-1
tk 8.6.4-1
totem 3.16.3-1
totem-plparser 3.10.5-1
tracker 1.4.1-1
ttf-caladea-ib 20130214-6
ttf-cantoraone-ib 1.001-6
ttf-carlito-ib 20130920-7
ttf-courier-prime-ib 1.203-6
ttf-ddc-uchen-ib 1.000-6
ttf-dejavu-ib 2.35-1
ttf-droid-ib 20121017-11
ttf-gelasio-ib 1.00-6
ttf-heuristica-ib 1.0.2-3
ttf-ipafont-ib 003.03-3
ttf-liberastika-ib 1.1.4-2
ttf-liberation-ib 2.00.1-12
ttf-lklug-ib 0.6-5
ttf-lohit-odia-ib 2.5.5-5
ttf-lohit-punjabi-ib 2.5.3-6
ttf-merriweather-ib 1.003-8
ttf-merriweather-sans-ib 1.003-8
ttf-mph-2b-damase-ib 002.000-7
ttf-nanum-fonts-ib 3.020-4
ttf-noto-sans-ib 2015.04.20-1
ttf-noto-sans-multilang-ib 2015.04.20-1
ttf-noto-serif-ib 2015.04.20-1
ttf-noto-serif-multilang-ib 2015.04.20-1
ttf-opensans-ib 1.2-17
ttf-signika-family-ib 1.0001-7
ttf-symbola-ib 7.21-1
ttf-tharlon-ib 1.002-3
ttf-ubuntu-font-family-ib 0.80-11
ttf-wqy-microhei-ib 0.2.0_beta-8
twolame r2.b9b78d8-1
tx_controller 1.0.r22.g3abd58e-1
tzdata 2015f-1
udisks2 2.1.6-1
unzip 6.0-10
upower 0.99.3-1
urlgrabber 3.10.1-2
usbredir 0.7-1
usbutils 008-1
util-linux 2.26.2-1
v4l-utils 1.6.3-1
valgrind 3.10.1-4
vamp-plugin-sdk 2.5-2
vde2 2.3.2-7
vi 1:070224-1
videoproto 2.3.2-1
vifm 0.8-1
vim-runtime 7.4.854-1
vim-systemd 20140209-1
vinagre 3.16.1-1
vino 3.16.0-2
virt-install 1.2.1-1
virt-manager 1.2.1-1
virtualbox 5.0.2-1
virtualbox-guest-modules 5.0.2-1
virtualbox-guest-utils 5.0.2-1
virtualbox-host-dkms 5.0.2-1
virtualbox-host-modules 5.0.2-1
vlc 2.2.1-6
vnstat 1.14-1
vokoscreen 2.0.0-1
vpnc 0.5.3.svn550-1
vte-common 0.40.2-1
vte3 0.40.2-1
wavpack 4.75.0-1
wayland 1.8.1-1
webkit2gtk 2.8.5-1
webkitgtk 2.4.9-1
webkitgtk2 2.4.9-1
webrtc-audio-processing 0.1-2
websocketpp 0.3.0.r123.gac5d7ea-1
wget 1.16.3-1
which 2.21-1
wildmidi 0.3.8-1
wpa_supplicant 1:2.3-1
wxgtk 3.0.2-4
wxgtk2.8 2.8.12.1-3
wxpython 3.0.2.0-1
x11-ssh-askpass 1.2.4.1-4
x265 1.7-2
xapian-core 1:1.2.21-1
xbitmaps 1.1.1-3
xcb-proto 1.11-1
xcb-util 0.4.0-1
xcb-util-cursor 0.1.2-1
xcb-util-image 0.4.0-1
xcb-util-keysyms 0.4.0-1
xcb-util-renderutil 0.3.9-1
xcb-util-wm 0.4.1-1
xdg-user-dirs 0.15-1
xdg-user-dirs-gtk 0.10-2
xdg-utils 1.1.0.git20150323-1
xextproto 7.3.0-1
xf86-input-evdev 2.9.2-1
xf86-video-intel 1:2.99.917+381+g5772556-1
xf86dgaproto 2.1-3
xf86vidmodeproto 2.3.1-3
xfsprogs 3.2.4-1
xine-lib 1.2.6-5
xineramaproto 1.2.1-3
xkeyboard-config 2.15-1
xorg-appres 1.0.4-1
xorg-bdftopcf 1.0.5-1
xorg-font-util 1.3.1-1
xorg-font-utils 7.6-4
xorg-fonts-alias 1.0.3-1
xorg-fonts-encodings 1.0.4-4
xorg-fonts-misc 1.0.3-4
xorg-iceauth 1.0.7-1
xorg-luit 1.1.1-2
xorg-mkfontdir 1.0.7-2
xorg-mkfontscale 1.1.2-1
xorg-server 1.17.2-4
xorg-server-common 1.17.2-4
xorg-server-utils 7.6-4
xorg-server-xwayland 1.17.2-4
xorg-sessreg 1.1.0-1
xorg-setxkbmap 1.3.1-1
xorg-twm 1.0.9-1
xorg-utils 7.6-9
xorg-xauth 1.0.9-1
xorg-xbacklight 1.2.1-1
xorg-xclock 1.0.7-1
xorg-xcmsdb 1.0.5-1
xorg-xdpyinfo 1.3.2-1
xorg-xdriinfo 1.0.5-1
xorg-xev 1.2.2-1
xorg-xgamma 1.0.6-1
xorg-xhost 1.0.7-1
xorg-xinit 1.3.4-2
xorg-xinput 1.6.1-1
xorg-xkbcomp 1.3.0-1
xorg-xlsatoms 1.1.2-1
xorg-xlsclients 1.1.3-1
xorg-xmessage 1.0.4-2
xorg-xmodmap 1.0.9-1
xorg-xprop 1.2.2-1
xorg-xrandr 1.4.3-1
xorg-xrdb 1.1.0-1
xorg-xrefresh 1.0.5-1
xorg-xset 1.2.3-1
xorg-xsetroot 1.1.1-2
xorg-xvinfo 1.1.3-1
xorg-xwininfo 1.1.3-1
xproto 7.0.28-1
xscreensaver-arch-logo 5.32-1
xterm 320-1
xvidcore 1.3.4-1
xz 5.2.1-1
yajl 2.1.0-1
yaourt 1.5-1
yed 3.13-1
yelp 3.16.1-1
yelp-xsl 3.16.1-1
zeitgeist 0.9.15-2
zenity 3.16.3-1
zeromq 4.1.2-3
zip 3.0-6
zita-alsa-pcmi 0.2.0-2
zita-resampler 1.3.0-3
zlib 1.2.8-4
zvbi 0.2.35-1
